"editid","class","annotators","totalannotators"
36415,"vandalism",5,5
36416,"vandalism",6,6
36417,"regular",3,3
36419,"vandalism",6,6
36420,"regular",3,3
36421,"regular",3,3
36422,"regular",6,6
36427,"regular",3,3
36428,"regular",3,3
36430,"vandalism",6,6
36431,"regular",3,3
36432,"regular",3,3
36433,"regular",3,3
36434,"vandalism",8,9
36435,"regular",4,4
36436,"vandalism",7,15
36437,"vandalism",7,7
36438,"regular",4,4
36439,"regular",3,3
36440,"regular",3,3
36441,"regular",3,3
36442,"regular",5,6
36443,"regular",3,3
36444,"regular",3,3
36445,"regular",5,6
36446,"regular",3,3
36447,"regular",4,4
36448,"regular",3,4
36449,"regular",4,4
36450,"regular",4,4
36451,"regular",5,6
36452,"regular",3,3
36453,"regular",3,3
36454,"regular",3,3
36455,"regular",3,3
36456,"regular",3,3
36458,"regular",5,6
36463,"regular",3,3
36464,"regular",3,3
36465,"regular",3,3
36466,"regular",3,3
36467,"regular",3,3
36468,"regular",3,3
36469,"regular",3,3
36470,"regular",3,3
36475,"regular",3,3
36476,"regular",3,3
36477,"regular",3,3
36478,"regular",3,3
36479,"regular",7,7
36480,"regular",3,3
36481,"regular",3,3
36482,"regular",5,6
36487,"vandalism",6,8
36488,"vandalism",6,6
36489,"regular",3,3
36490,"regular",3,3
36491,"regular",3,3
36492,"regular",8,11
36493,"regular",7,9
36494,"regular",3,3
36499,"regular",3,3
36500,"regular",3,3
36501,"vandalism",6,6
36502,"regular",3,3
36503,"regular",3,3
36504,"regular",3,3
36505,"regular",3,3
36506,"regular",8,10
36511,"vandalism",6,6
36512,"regular",3,3
36513,"regular",3,3
36514,"regular",5,6
36515,"regular",3,3
36516,"regular",5,6
36517,"regular",3,3
36518,"regular",7,9
36523,"regular",3,3
36524,"regular",3,3
36525,"regular",3,3
36526,"regular",3,3
36527,"regular",3,3
36528,"regular",3,3
36529,"vandalism",8,13
36530,"regular",3,3
36531,"regular",4,4
36535,"regular",3,3
36536,"regular",3,3
36537,"regular",3,3
36538,"regular",6,6
36539,"regular",3,3
36540,"regular",3,3
36541,"regular",3,3
36542,"regular",3,3
36547,"regular",3,3
36548,"regular",3,3
36549,"regular",3,3
36550,"regular",3,3
36552,"regular",3,3
36553,"regular",3,3
36554,"regular",3,3
36559,"regular",3,3
36560,"regular",3,3
36561,"vandalism",11,15
36562,"regular",3,3
36563,"regular",3,3
36564,"regular",3,3
36565,"regular",3,3
36566,"regular",3,3
36571,"regular",3,3
36572,"regular",3,3
36573,"regular",3,3
36574,"regular",7,9
36575,"regular",3,3
36576,"regular",5,6
36577,"regular",3,3
36578,"regular",3,3
36583,"regular",7,9
36584,"regular",3,3
36585,"vandalism",10,18
36586,"regular",7,9
36587,"regular",3,3
36588,"regular",3,3
36589,"vandalism",7,9
36590,"regular",3,3
36595,"regular",5,6
36596,"regular",3,3
36597,"regular",3,3
36598,"regular",3,3
36599,"regular",3,3
36600,"regular",3,3
36601,"regular",3,3
36602,"regular",3,3
36607,"regular",3,3
36608,"vandalism",9,10
36609,"regular",3,3
36610,"regular",11,18
36611,"vandalism",8,10
36613,"regular",3,3
36614,"regular",3,3
36619,"regular",3,3
36620,"regular",6,6
36621,"regular",3,3
36622,"regular",3,3
36623,"regular",3,3
36624,"regular",3,3
36625,"regular",3,3
36626,"regular",3,3
36627,"regular",5,7
36631,"vandalism",11,19
36632,"regular",3,3
36633,"regular",3,3
36634,"regular",3,3
36635,"regular",3,3
36636,"regular",3,3
36637,"vandalism",5,6
36638,"regular",3,3
36643,"regular",4,4
36644,"regular",4,4
36645,"regular",4,4
36646,"regular",4,4
36647,"regular",4,4
36648,"regular",4,4
36649,"regular",4,4
36650,"regular",6,6
36651,"regular",4,4
36655,"regular",4,4
36656,"regular",5,7
36657,"regular",4,4
36658,"regular",4,4
36659,"regular",4,4
36660,"regular",4,4
36661,"regular",6,7
36662,"regular",5,7
36667,"regular",3,3
36668,"regular",12,18
36669,"regular",3,3
36670,"regular",3,3
36671,"regular",3,3
36672,"regular",3,3
36673,"regular",3,3
36674,"regular",3,3
36679,"regular",5,5
36680,"regular",3,3
36681,"regular",3,3
36682,"regular",7,9
36683,"regular",3,3
36684,"regular",3,3
36685,"regular",3,3
36686,"regular",3,3
36691,"regular",3,3
36692,"regular",3,3
36693,"regular",3,3
36694,"regular",3,3
36696,"regular",3,3
36697,"regular",3,3
36698,"regular",7,7
36703,"regular",3,3
36704,"regular",3,3
36705,"regular",5,6
36706,"regular",3,3
36707,"regular",3,3
36708,"regular",3,3
36709,"regular",5,6
36715,"regular",5,6
36716,"regular",3,3
36717,"regular",3,3
36718,"regular",3,3
36719,"regular",3,3
36720,"regular",3,3
36721,"vandalism",6,6
36722,"regular",3,3
36727,"vandalism",11,15
36728,"regular",3,3
36729,"regular",3,3
36730,"regular",3,3
36731,"vandalism",9,18
36732,"regular",13,18
36733,"regular",3,3
36734,"regular",6,6
36740,"regular",3,3
36741,"regular",3,3
36742,"regular",3,3
36743,"regular",3,3
36744,"regular",3,3
36745,"regular",3,3
36746,"regular",3,3
36751,"vandalism",11,15
36753,"regular",3,3
36754,"regular",3,3
36755,"regular",3,3
36756,"vandalism",10,18
36757,"regular",3,3
36758,"vandalism",6,6
36763,"regular",3,3
36764,"regular",3,3
36765,"regular",3,3
36766,"regular",5,6
36767,"regular",3,3
36768,"regular",6,6
36769,"regular",3,3
36770,"regular",3,3
36775,"regular",3,3
36776,"regular",3,3
36777,"regular",3,3
36779,"regular",3,3
36780,"regular",3,3
36781,"regular",3,3
36782,"regular",3,3
36787,"regular",11,15
36788,"regular",3,3
36789,"regular",3,3
36790,"regular",5,6
36792,"regular",3,3
36793,"regular",3,3
36794,"regular",3,3
36795,"regular",4,4
36799,"regular",3,3
36800,"regular",3,3
36801,"regular",3,3
36802,"regular",3,3
36803,"regular",3,3
36804,"regular",3,3
36805,"vandalism",8,9
36806,"regular",3,3
36811,"vandalism",6,6
36812,"regular",6,6
36813,"regular",3,3
36814,"regular",3,3
36815,"regular",3,3
36816,"regular",3,3
36817,"regular",3,3
36818,"regular",3,3
36819,"regular",5,5
36821,"vandalism",7,7
36822,"regular",4,4
36823,"regular",3,3
36824,"regular",3,3
36825,"regular",3,3
36826,"regular",3,3
36827,"regular",3,3
36828,"regular",3,3
36829,"regular",3,3
36830,"regular",3,3
36831,"regular",4,4
36832,"regular",4,4
36833,"regular",4,4
36834,"regular",4,4
36835,"regular",3,3
36836,"regular",3,3
36837,"regular",3,3
36838,"regular",6,6
36839,"regular",3,3
36840,"regular",3,3
36841,"regular",3,3
36842,"regular",3,3
36847,"regular",3,3
36848,"regular",3,3
36849,"regular",3,3
36850,"regular",5,6
36851,"regular",3,3
36852,"regular",3,3
36853,"regular",10,17
36854,"regular",3,3
36859,"regular",3,3
36860,"regular",5,6
36861,"vandalism",6,6
36862,"vandalism",6,6
36863,"regular",6,6
36864,"regular",3,3
36865,"regular",3,3
36866,"regular",3,3
36871,"regular",3,3
36872,"regular",3,3
36873,"regular",3,3
36874,"regular",3,3
36875,"regular",3,3
36876,"regular",3,3
36877,"regular",3,3
36878,"regular",3,3
36879,"regular",4,4
36880,"regular",4,4
36881,"regular",4,4
36882,"regular",3,4
36883,"regular",3,3
36884,"regular",3,3
36885,"regular",3,3
36886,"regular",3,3
36887,"regular",12,18
36888,"regular",3,3
36889,"regular",3,3
36890,"regular",5,6
36895,"regular",3,3
36896,"vandalism",6,6
36897,"regular",3,3
36898,"regular",3,3
36899,"regular",3,3
36900,"regular",3,3
36901,"regular",3,3
36902,"regular",3,3
36903,"regular",4,4
36907,"regular",5,6
36908,"regular",3,3
36909,"regular",3,3
36910,"regular",3,3
36911,"regular",3,3
36912,"regular",3,3
36913,"regular",6,6
36914,"regular",3,3
36919,"regular",3,3
36920,"regular",3,3
36921,"regular",3,3
36922,"regular",3,3
36923,"regular",5,6
36924,"regular",3,3
36925,"regular",3,3
36926,"regular",3,3
36931,"regular",3,3
36932,"regular",3,3
36933,"regular",3,3
36934,"regular",3,3
36935,"regular",3,3
36936,"regular",3,3
36937,"regular",3,3
36938,"regular",3,3
36943,"regular",7,10
36944,"regular",3,3
36945,"regular",6,6
36946,"regular",3,3
36947,"regular",3,3
36948,"vandalism",6,6
36949,"regular",3,3
36950,"regular",3,3
36955,"regular",3,3
36956,"regular",3,3
36957,"regular",3,3
36958,"regular",3,3
36959,"regular",12,16
36960,"regular",3,3
36961,"regular",3,3
36962,"regular",3,3
36963,"regular",4,4
36967,"regular",3,3
36968,"regular",11,17
36969,"regular",6,6
36970,"regular",5,6
36971,"regular",3,3
36972,"regular",3,3
36973,"regular",3,3
36975,"regular",4,4
36979,"regular",3,3
36980,"regular",3,3
36981,"regular",3,3
36982,"regular",3,3
36984,"regular",3,3
36985,"regular",3,3
36986,"regular",3,3
36987,"regular",5,5
36988,"regular",4,4
36989,"regular",4,4
36990,"regular",4,4
36991,"regular",3,3
36992,"regular",3,3
36993,"regular",3,3
36994,"regular",3,3
36995,"regular",3,3
36996,"regular",6,6
36997,"regular",3,3
36998,"regular",3,3
37004,"regular",3,3
37005,"regular",3,3
37006,"regular",3,3
37007,"regular",11,18
37008,"regular",3,3
37009,"regular",3,3
37010,"regular",3,3
37015,"regular",3,3
37016,"regular",3,3
37017,"regular",3,3
37018,"vandalism",9,13
37019,"regular",3,3
37020,"regular",3,3
37021,"vandalism",6,6
37022,"regular",3,3
37027,"regular",3,3
37028,"regular",3,3
37029,"regular",3,3
37030,"regular",3,3
37031,"regular",3,3
37032,"regular",3,3
37033,"regular",3,3
37034,"regular",9,12
37035,"regular",4,4
37039,"regular",3,3
37040,"regular",3,3
37041,"regular",3,3
37042,"regular",3,3
37043,"regular",3,3
37044,"regular",3,3
37045,"regular",3,3
37046,"regular",3,3
37051,"regular",3,3
37052,"regular",4,5
37053,"regular",7,9
37054,"regular",3,3
37055,"regular",3,3
37056,"regular",3,3
37057,"regular",7,9
37058,"regular",3,3
37059,"regular",4,4
37063,"vandalism",6,6
37064,"regular",3,3
37065,"regular",3,3
37067,"regular",3,3
37068,"regular",3,3
37069,"regular",3,3
37070,"regular",3,3
37071,"vandalism",8,8
37075,"regular",11,18
37076,"regular",3,3
37077,"regular",6,6
37078,"regular",3,3
37079,"regular",3,3
37080,"vandalism",6,6
37081,"regular",3,3
37082,"regular",3,3
37083,"regular",4,4
37084,"regular",3,4
37085,"vandalism",7,7
37086,"regular",4,4
37087,"regular",5,6
37088,"regular",6,7
37089,"regular",3,3
37090,"regular",3,3
37091,"regular",3,3
37092,"regular",3,3
37093,"regular",3,3
37094,"regular",3,3
37095,"regular",4,4
37096,"regular",3,4
37097,"regular",3,3
37098,"vandalism",7,7
37099,"regular",3,3
37100,"regular",3,3
37101,"regular",3,3
37102,"regular",3,3
37103,"regular",7,9
37104,"regular",3,3
37105,"regular",3,3
37106,"regular",6,6
37112,"regular",3,3
37113,"regular",3,3
37114,"regular",3,3
37115,"regular",8,10
37116,"regular",3,3
37117,"regular",3,3
37118,"regular",3,3
37123,"regular",5,6
37124,"vandalism",6,6
37125,"regular",3,3
37126,"regular",3,3
37127,"regular",3,3
37128,"regular",3,3
37129,"regular",5,6
37130,"regular",3,3
37135,"regular",6,6
37136,"regular",3,3
37137,"regular",3,3
37138,"regular",5,6
37139,"regular",3,3
37140,"regular",3,3
37141,"regular",7,9
37142,"regular",3,3
37147,"regular",3,3
37148,"regular",3,3
37149,"regular",3,3
37150,"regular",3,3
37151,"regular",3,3
37152,"regular",3,3
37153,"regular",3,3
37154,"regular",3,3
37155,"regular",4,4
37159,"regular",3,3
37160,"vandalism",8,9
37161,"regular",3,3
37162,"regular",6,6
37163,"regular",3,3
37164,"regular",3,3
37165,"regular",3,3
37166,"regular",3,3
37171,"vandalism",10,18
37172,"regular",3,3
37173,"regular",3,3
37174,"regular",3,3
37175,"regular",3,3
37176,"regular",3,3
37177,"regular",3,3
37178,"regular",3,3
37183,"regular",3,3
37184,"regular",3,3
37185,"regular",5,5
37186,"regular",3,3
37188,"regular",3,3
37189,"regular",3,3
37190,"regular",3,3
37191,"regular",4,4
37192,"regular",4,4
37193,"regular",3,4
37194,"regular",4,4
37195,"regular",3,3
37196,"regular",3,3
37197,"regular",3,3
37198,"regular",3,3
37199,"regular",3,3
37200,"regular",3,3
37201,"regular",3,3
37207,"regular",5,6
37208,"regular",3,3
37209,"regular",3,3
37210,"regular",5,6
37211,"vandalism",9,12
37212,"regular",3,3
37213,"regular",3,3
37214,"regular",5,5
37215,"regular",4,4
37219,"regular",3,3
37220,"regular",3,3
37221,"regular",3,3
37222,"regular",3,3
37223,"regular",3,3
37224,"regular",5,6
37225,"regular",5,6
37226,"regular",3,3
37227,"regular",4,4
37228,"regular",4,4
37229,"regular",4,4
37230,"regular",3,4
37231,"regular",3,3
37232,"vandalism",11,15
37233,"regular",3,3
37234,"regular",3,3
37235,"regular",3,3
37236,"regular",3,3
37237,"regular",11,17
37238,"regular",3,3
37239,"regular",4,4
37243,"regular",9,12
37244,"regular",3,3
37245,"regular",5,6
37246,"regular",5,7
37247,"regular",3,3
37248,"regular",5,6
37249,"regular",3,3
37250,"vandalism",6,6
37251,"regular",4,4
37252,"regular",3,4
37253,"regular",4,4
37254,"regular",4,4
37255,"regular",7,9
37256,"regular",3,3
37257,"regular",9,17
37258,"regular",3,3
37259,"regular",3,3
37260,"regular",5,6
37261,"regular",11,15
37262,"regular",3,3
37267,"regular",3,3
37268,"regular",3,3
37269,"regular",3,3
37270,"regular",3,3
37271,"regular",3,3
37272,"regular",3,3
37273,"regular",3,3
37274,"regular",3,3
37279,"vandalism",6,6
37280,"regular",6,6
37281,"regular",3,3
37282,"regular",3,3
37283,"regular",3,3
37284,"regular",3,3
37285,"regular",3,3
37286,"regular",5,6
37291,"regular",3,3
37292,"regular",3,3
37293,"regular",3,3
37294,"regular",3,3
37295,"vandalism",6,7
37296,"regular",3,3
37297,"regular",3,3
37298,"vandalism",7,9
37303,"regular",3,3
37304,"regular",3,3
37305,"regular",3,3
37306,"regular",6,6
37307,"regular",3,3
37308,"regular",3,3
37309,"regular",3,3
37310,"regular",3,3
37311,"regular",4,4
37312,"regular",4,4
37313,"regular",4,4
37314,"regular",4,4
37315,"vandalism",8,18
37316,"regular",3,3
37317,"regular",3,3
37318,"regular",3,3
37319,"regular",3,3
37320,"regular",3,3
37321,"regular",3,3
37322,"regular",7,9
37323,"regular",4,4
37324,"vandalism",5,7
37325,"vandalism",7,7
37326,"regular",3,4
37327,"regular",3,3
37328,"regular",3,3
37329,"regular",3,3
37330,"regular",3,3
37331,"regular",9,11
37332,"regular",3,3
37333,"regular",3,3
37334,"vandalism",6,6
37339,"regular",3,3
37340,"regular",3,3
37341,"vandalism",9,14
37342,"regular",5,6
37343,"regular",5,6
37344,"regular",3,3
37345,"regular",3,3
37346,"regular",3,3
37351,"regular",3,3
37352,"regular",3,3
37353,"regular",3,3
37354,"regular",3,3
37355,"regular",3,3
37356,"regular",3,3
37357,"regular",3,3
37358,"vandalism",11,19
37363,"regular",6,6
37364,"regular",3,3
37365,"regular",12,18
37366,"regular",3,3
37367,"vandalism",7,9
37368,"regular",3,3
37369,"regular",3,3
37370,"regular",3,3
37371,"regular",4,4
37375,"regular",3,3
37376,"regular",5,6
37377,"regular",6,7
37378,"regular",3,3
37379,"vandalism",11,18
37380,"regular",9,12
37381,"regular",3,3
37382,"regular",3,3
37387,"regular",3,3
37388,"regular",3,3
37389,"regular",6,6
37390,"regular",11,15
37391,"regular",5,6
37392,"vandalism",7,7
37393,"regular",7,9
37394,"regular",5,6
37399,"regular",3,3
37400,"regular",3,3
37401,"regular",3,3
37402,"regular",3,3
37403,"regular",3,3
37404,"regular",3,3
37405,"regular",3,3
37406,"regular",3,3
37407,"vandalism",7,7
37408,"regular",4,4
37409,"regular",4,4
37410,"vandalism",7,7
37411,"regular",5,6
37412,"regular",3,3
37413,"regular",3,3
37414,"regular",3,3
37415,"regular",3,3
37416,"regular",3,3
37417,"regular",3,3
37418,"regular",3,3
37423,"regular",7,9
37424,"regular",5,6
37425,"regular",3,3
37426,"regular",3,3
37427,"regular",3,3
37428,"regular",5,6
37429,"regular",7,9
37430,"regular",9,12
37435,"regular",3,3
37436,"regular",3,3
37437,"regular",5,6
37438,"regular",3,3
37439,"regular",3,3
37440,"regular",5,6
37441,"regular",5,6
37442,"regular",3,3
37443,"regular",4,4
37444,"regular",7,8
37445,"vandalism",7,7
37446,"regular",5,5
37447,"regular",3,3
37448,"regular",3,3
37449,"regular",3,3
37450,"regular",3,3
37451,"vandalism",5,6
37452,"regular",3,3
37453,"regular",3,3
37454,"regular",3,3
37455,"regular",4,4
37459,"regular",3,3
37460,"regular",3,3
37461,"regular",3,3
37462,"regular",3,3
37463,"vandalism",6,6
37464,"regular",3,3
37465,"regular",3,3
37466,"regular",3,3
37467,"regular",4,4
37471,"regular",4,4
37472,"regular",4,4
37473,"regular",4,4
37474,"regular",4,4
37475,"regular",4,4
37476,"regular",7,10
37477,"regular",6,7
37478,"regular",6,7
37479,"regular",3,4
37483,"regular",3,3
37484,"regular",3,3
37485,"regular",3,3
37486,"regular",3,3
37487,"regular",5,6
37488,"regular",3,3
37489,"regular",3,3
37490,"regular",3,3
37495,"regular",3,3
37496,"regular",3,3
37498,"regular",3,3
37499,"regular",3,3
37500,"regular",3,3
37501,"regular",6,6
37502,"regular",11,18
37503,"regular",4,4
37507,"regular",3,3
37508,"regular",3,3
37509,"vandalism",13,20
37510,"regular",3,3
37511,"regular",3,3
37512,"regular",3,3
37513,"regular",13,18
37514,"regular",5,6
37515,"regular",4,4
37516,"regular",4,4
37517,"regular",4,4
37518,"regular",6,6
37519,"regular",3,3
37520,"regular",3,3
37521,"regular",3,3
37522,"regular",3,3
37523,"regular",3,3
37524,"vandalism",6,6
37525,"regular",3,3
37526,"regular",3,3
37531,"regular",3,3
37532,"regular",3,3
37533,"regular",3,3
37534,"regular",3,3
37535,"regular",3,3
37536,"regular",3,3
37537,"regular",3,3
37538,"regular",3,3
37543,"regular",6,6
37544,"vandalism",6,6
37545,"regular",10,18
37546,"regular",3,3
37547,"regular",3,3
37548,"regular",3,3
37549,"regular",3,3
37550,"vandalism",8,9
37555,"regular",7,9
37556,"regular",11,15
37557,"regular",3,3
37558,"regular",3,3
37559,"vandalism",6,6
37560,"regular",3,3
37561,"vandalism",5,6
37562,"regular",6,6
37567,"regular",3,3
37568,"regular",3,3
37569,"regular",3,3
37570,"regular",9,12
37571,"regular",3,3
37572,"regular",7,9
37573,"regular",3,3
37574,"regular",3,3
37579,"regular",7,9
37580,"regular",3,3
37581,"regular",3,3
37582,"regular",5,6
37583,"regular",3,3
37584,"regular",3,3
37585,"regular",3,3
37586,"regular",4,5
37587,"regular",4,4
37591,"regular",3,3
37592,"regular",3,3
37593,"regular",5,6
37594,"regular",3,3
37595,"regular",5,6
37596,"regular",3,3
37597,"regular",3,3
37598,"regular",7,9
37603,"regular",6,8
37604,"regular",3,3
37605,"regular",5,6
37606,"regular",3,3
37607,"regular",3,3
37608,"regular",3,3
37609,"regular",3,3
37610,"regular",3,3
37615,"vandalism",8,9
37616,"regular",3,3
37617,"regular",3,3
37618,"regular",3,3
37619,"regular",3,3
37620,"regular",3,3
37621,"regular",3,3
37622,"regular",3,3
37627,"regular",3,3
37628,"regular",3,3
37629,"regular",3,3
37630,"regular",5,6
37631,"regular",6,7
37632,"regular",3,3
37633,"regular",9,17
37634,"regular",3,3
37635,"regular",4,4
37639,"regular",4,4
37640,"regular",4,4
37641,"regular",6,7
37642,"regular",4,4
37643,"regular",4,4
37644,"regular",4,4
37645,"regular",4,4
37646,"regular",4,4
37647,"regular",4,4
37651,"regular",3,3
37652,"regular",3,3
37653,"regular",3,3
37654,"regular",5,6
37655,"regular",3,3
37656,"regular",3,3
37657,"regular",3,3
37658,"regular",3,3
37663,"regular",6,6
37664,"regular",3,3
37665,"regular",3,3
37666,"regular",3,3
37667,"regular",3,3
37668,"regular",3,3
37669,"regular",3,3
37670,"regular",11,18
37675,"regular",7,9
37676,"regular",3,3
37678,"regular",3,3
37679,"regular",7,9
37680,"regular",3,3
37681,"regular",3,3
37682,"regular",3,3
37687,"regular",3,3
37688,"regular",3,3
37689,"vandalism",6,6
37690,"regular",3,3
37691,"regular",3,3
37692,"regular",3,3
37693,"regular",3,3
37694,"regular",7,9
37695,"regular",4,4
37699,"regular",4,4
37700,"regular",6,7
37701,"regular",4,4
37702,"vandalism",7,7
37703,"regular",4,4
37704,"regular",4,4
37705,"regular",4,4
37706,"regular",4,4
37707,"regular",4,4
37711,"regular",3,3
37712,"regular",3,3
37713,"regular",3,3
37714,"regular",3,3
37715,"regular",3,3
37716,"regular",6,6
37717,"regular",3,3
37718,"regular",5,6
37719,"regular",5,5
37723,"regular",3,3
37724,"regular",5,6
37725,"regular",3,3
37726,"regular",3,3
37727,"vandalism",6,6
37728,"regular",9,12
37729,"regular",3,3
37730,"regular",3,3
37735,"regular",3,3
37736,"regular",3,3
37737,"regular",3,3
37738,"regular",3,3
37739,"regular",3,3
37740,"regular",3,3
37741,"regular",3,3
37743,"regular",4,4
37747,"regular",3,3
37748,"regular",3,3
37749,"regular",3,3
37750,"regular",3,3
37752,"regular",3,3
37753,"regular",3,3
37754,"regular",3,3
37755,"regular",4,4
37759,"regular",4,4
37760,"regular",4,4
37761,"regular",4,4
37762,"regular",4,4
37763,"regular",4,4
37764,"regular",4,4
37765,"regular",4,4
37766,"regular",4,4
37767,"regular",4,4
37771,"vandalism",7,9
37772,"regular",6,6
37773,"regular",3,3
37774,"regular",5,6
37775,"regular",3,3
37776,"regular",3,3
37777,"regular",3,3
37778,"regular",3,3
37779,"vandalism",7,7
37783,"regular",4,4
37784,"regular",4,4
37785,"regular",4,4
37786,"regular",4,4
37787,"regular",4,4
37788,"regular",4,4
37789,"regular",4,4
37790,"regular",4,4
37795,"regular",3,3
37796,"regular",6,6
37797,"regular",3,3
37798,"vandalism",6,6
37799,"regular",3,3
37800,"regular",3,3
37801,"regular",3,3
37802,"regular",3,3
37803,"regular",3,4
37807,"regular",3,3
37808,"regular",3,3
37809,"regular",3,3
37810,"regular",3,3
37811,"regular",3,3
37812,"regular",3,3
37813,"regular",3,3
37814,"regular",5,6
37815,"regular",4,4
37816,"regular",4,4
37817,"regular",4,4
37818,"regular",4,4
37819,"regular",3,3
37820,"regular",3,3
37821,"regular",3,3
37822,"regular",6,6
37823,"regular",3,3
37824,"regular",3,3
37825,"regular",3,3
37826,"regular",5,6
37827,"regular",4,4
37828,"regular",4,4
37829,"regular",4,4
37830,"regular",5,7
37831,"regular",3,3
37832,"regular",6,6
37833,"regular",3,3
37834,"regular",3,3
37835,"regular",3,3
37836,"regular",3,3
37837,"regular",3,3
37843,"regular",3,3
37844,"regular",3,3
37845,"regular",3,3
37846,"regular",6,6
37847,"regular",3,3
37848,"regular",3,3
37849,"regular",3,3
37850,"regular",3,3
37855,"regular",3,3
37856,"regular",3,3
37857,"regular",5,6
37858,"regular",8,11
37859,"regular",3,3
37860,"vandalism",11,19
37861,"regular",3,3
37862,"regular",5,6
37867,"regular",3,3
37868,"regular",3,3
37869,"regular",3,3
37870,"regular",3,3
37871,"regular",3,3
37872,"regular",3,3
37873,"regular",3,3
37874,"regular",3,3
37879,"regular",5,6
37880,"regular",6,7
37881,"regular",3,3
37882,"regular",3,3
37883,"regular",3,3
37884,"regular",5,6
37885,"regular",3,3
37886,"regular",3,3
37891,"regular",3,3
37892,"regular",9,12
37893,"regular",3,3
37894,"regular",3,3
37895,"vandalism",7,8
37896,"regular",3,3
37897,"regular",3,3
37898,"regular",3,3
37903,"vandalism",8,9
37904,"regular",3,3
37905,"regular",3,3
37906,"regular",3,3
37907,"regular",3,3
37908,"regular",3,3
37909,"regular",3,3
37910,"regular",3,3
37911,"regular",4,4
37915,"regular",3,3
37916,"regular",3,3
37917,"regular",3,3
37918,"regular",5,6
37919,"regular",3,3
37920,"regular",13,19
37921,"regular",3,3
37922,"regular",3,3
37927,"regular",3,3
37928,"regular",3,3
37929,"regular",3,3
37930,"regular",7,7
37931,"regular",3,3
37932,"regular",3,3
37933,"regular",3,3
37934,"regular",3,3
37935,"regular",4,4
37939,"regular",3,3
37940,"vandalism",6,6
37941,"regular",5,6
37942,"vandalism",6,6
37943,"regular",3,3
37944,"regular",3,3
37945,"regular",3,3
37946,"regular",5,6
37951,"regular",9,14
37952,"regular",3,3
37953,"regular",6,6
37954,"regular",3,3
37955,"regular",3,3
37956,"regular",3,3
37957,"regular",3,3
37958,"regular",3,3
37963,"regular",3,3
37964,"regular",3,3
37965,"regular",3,3
37966,"regular",3,3
37967,"regular",3,3
37968,"regular",3,3
37969,"regular",3,3
37970,"regular",3,3
37975,"regular",3,3
37976,"regular",3,3
37977,"regular",3,3
37979,"vandalism",5,9
37980,"regular",3,3
37982,"regular",5,6
37987,"regular",3,3
37988,"regular",3,3
37989,"regular",12,18
37990,"regular",3,3
37991,"regular",5,6
37992,"regular",3,3
37993,"regular",3,3
37994,"regular",3,3
37999,"regular",3,3
38000,"regular",3,3
38001,"regular",3,3
38003,"regular",6,6
38004,"regular",3,3
38005,"vandalism",11,15
38006,"regular",11,14
38007,"regular",4,4
38008,"regular",4,4
38009,"regular",4,4
38010,"regular",5,5
38011,"regular",3,3
38012,"regular",3,3
38013,"regular",3,3
38014,"regular",3,3
38015,"regular",3,3
38016,"regular",3,3
38017,"regular",3,3
38018,"regular",3,3
38023,"regular",3,3
38024,"regular",3,3
38025,"regular",3,3
38026,"regular",7,9
38027,"regular",3,3
38028,"regular",3,3
38029,"regular",3,3
38030,"regular",3,3
38035,"regular",3,3
38036,"regular",3,3
38037,"regular",5,6
38038,"regular",3,3
38039,"regular",3,3
38040,"regular",3,3
38041,"regular",3,3
38042,"regular",3,3
38047,"regular",5,6
38048,"regular",3,3
38049,"regular",3,3
38050,"regular",7,9
38051,"regular",5,6
38052,"regular",3,3
38053,"regular",3,3
38054,"regular",3,3
38059,"regular",3,3
38060,"regular",6,6
38061,"regular",3,3
38062,"regular",3,3
38063,"regular",3,3
38064,"regular",3,3
38065,"regular",3,3
38066,"regular",3,3
38071,"regular",4,4
38072,"regular",4,4
38073,"regular",4,4
38074,"regular",4,4
38075,"regular",4,4
38076,"regular",4,4
38077,"regular",4,4
38078,"regular",4,4
38079,"vandalism",6,8
38080,"regular",4,4
38081,"regular",4,4
38082,"regular",4,4
38083,"regular",5,6
38084,"regular",5,6
38085,"regular",3,3
38086,"regular",5,6
38087,"regular",3,3
38088,"regular",3,3
38089,"regular",3,3
38090,"regular",10,18
38095,"regular",3,3
38096,"regular",6,6
38097,"regular",3,3
38098,"regular",12,18
38099,"vandalism",9,12
38100,"regular",3,3
38101,"regular",3,3
38102,"regular",5,6
38107,"regular",3,3
38108,"regular",3,3
38109,"regular",3,3
38110,"regular",3,3
38111,"regular",3,3
38112,"regular",3,3
38113,"regular",3,3
38114,"regular",3,3
38119,"regular",5,5
38120,"regular",3,3
38121,"regular",3,3
38122,"regular",3,3
38123,"regular",3,3
38124,"regular",3,3
38125,"regular",3,3
38126,"regular",3,3
38131,"regular",3,3
38132,"regular",3,3
38133,"regular",3,3
38134,"vandalism",12,19
38135,"regular",3,3
38136,"regular",3,3
38137,"regular",5,6
38138,"regular",3,3
38143,"regular",11,16
38144,"regular",5,6
38145,"regular",3,3
38146,"regular",3,3
38147,"regular",5,6
38148,"regular",3,3
38149,"regular",3,3
38150,"regular",3,3
38155,"regular",3,3
38156,"regular",5,6
38157,"regular",3,3
38158,"regular",3,3
38159,"regular",3,3
38160,"regular",3,3
38161,"regular",3,3
38162,"regular",7,9
38163,"regular",4,4
38167,"regular",3,3
38168,"regular",3,3
